arm,vendor,model,category,task,trial,effort,mode,seconds,input_tokens,cache_read_tokens,output_tokens,reasoning_tokens,cost_usd,passed,tests_failed,grade_seconds,notes,session_path,log_path
deepseek-pro,DeepSeek,deepseek-v4-pro,reasoning,reasoning/r4_catalan,1,high,singleshot,105,170,0,8192,8192,0.007198,0,1,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-pro_reasoning-r4_catalan_t1.json
grok,xAI,grok-4.6,reasoning,reasoning/r4_catalan,1,high,singleshot,38,294,128,303,2386,0.002432,1,0,0,xai_ticks=165300000,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/grok_reasoning-r4_catalan_t1.json
gpt-sol,OpenAI,gpt-5.6-sol,reasoning,reasoning/r4_catalan,1,high,singleshot,7,92,0,454,216,0.01408,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/gpt-sol_reasoning-r4_catalan_t1.json
deepseek-flash,DeepSeek,deepseek-v4-flash,reasoning,reasoning/r4_catalan,2,high,singleshot,68,170,128,7171,6982,0.002032,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-flash_reasoning-r4_catalan_t2.json
deepseek-pro,DeepSeek,deepseek-v4-pro,reasoning,reasoning/r4_catalan,2,high,singleshot,97,170,128,8192,8192,0.0072,0,1,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-pro_reasoning-r4_catalan_t2.json
grok,xAI,grok-4.6,reasoning,reasoning/r4_catalan,2,high,singleshot,35,294,256,312,2183,0.002511,1,0,0,xai_ticks=151740000,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/grok_reasoning-r4_catalan_t2.json
gpt-sol,OpenAI,gpt-5.6-sol,reasoning,reasoning/r4_catalan,2,high,singleshot,8,92,0,558,306,0.0172,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/gpt-sol_reasoning-r4_catalan_t2.json
deepseek-flash,DeepSeek,deepseek-v4-flash,reasoning,reasoning/r4_catalan,3,high,singleshot,79,170,128,8192,8192,0.002318,0,1,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-flash_reasoning-r4_catalan_t3.json
deepseek-pro,DeepSeek,deepseek-v4-pro,reasoning,reasoning/r4_catalan,3,high,singleshot,62,170,128,5058,4820,0.004473,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-pro_reasoning-r4_catalan_t3.json
grok,xAI,grok-4.6,reasoning,reasoning/r4_catalan,3,high,singleshot,24,294,256,242,1148,0.002091,1,0,0,xai_ticks=85440000,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/grok_reasoning-r4_catalan_t3.json
gpt-sol,OpenAI,gpt-5.6-sol,reasoning,reasoning/r4_catalan,3,high,singleshot,6,92,0,310,107,0.00976,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/gpt-sol_reasoning-r4_catalan_t3.json
deepseek-flash,DeepSeek,deepseek-v4-flash,tool-use,tool-use/t3_inventory,1,high,singleshot,5,843,256,751,314,0.000329,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-flash_tool-use-t3_inventory_t1.json
deepseek-pro,DeepSeek,deepseek-v4-pro,tool-use,tool-use/t3_inventory,1,high,singleshot,13,843,256,1217,780,0.001415,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-pro_tool-use-t3_inventory_t1.json
grok,xAI,grok-4.6,tool-use,tool-use/t3_inventory,1,high,singleshot,25,771,128,183,1487,0.002666,1,0,0,xai_ticks=113700000,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/grok_tool-use-t3_inventory_t1.json
gpt-sol,OpenAI,gpt-5.6-sol,tool-use,tool-use/t3_inventory,1,high,singleshot,4,362,0,220,153,0.00841,0,1,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/gpt-sol_tool-use-t3_inventory_t1.json
deepseek-flash,DeepSeek,deepseek-v4-flash,tool-use,tool-use/t3_inventory,2,high,singleshot,6,843,768,872,435,0.000364,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-flash_tool-use-t3_inventory_t2.json
deepseek-pro,DeepSeek,deepseek-v4-pro,tool-use,tool-use/t3_inventory,2,high,singleshot,14,843,768,1334,900,0.001521,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-pro_tool-use-t3_inventory_t2.json
grok,xAI,grok-4.6,tool-use,tool-use/t3_inventory,2,high,singleshot,11,771,128,231,506,0.002954,0,1,0,xai_ticks=57720000,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/grok_tool-use-t3_inventory_t2.json
gpt-sol,OpenAI,gpt-5.6-sol,tool-use,tool-use/t3_inventory,2,high,singleshot,5,362,0,192,125,0.00757,0,1,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/gpt-sol_tool-use-t3_inventory_t2.json
deepseek-flash,DeepSeek,deepseek-v4-flash,tool-use,tool-use/t3_inventory,3,high,singleshot,6,843,768,981,544,0.000395,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-flash_tool-use-t3_inventory_t3.json
deepseek-pro,DeepSeek,deepseek-v4-pro,tool-use,tool-use/t3_inventory,3,high,singleshot,45,843,768,3751,2607,0.003624,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-pro_tool-use-t3_inventory_t3.json
grok,xAI,grok-4.6,tool-use,tool-use/t3_inventory,3,high,singleshot,24,771,768,181,1232,0.002782,1,0,0,xai_ticks=88680000,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/grok_tool-use-t3_inventory_t3.json
gpt-sol,OpenAI,gpt-5.6-sol,tool-use,tool-use/t3_inventory,3,high,singleshot,5,362,0,202,135,0.00787,0,1,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/gpt-sol_tool-use-t3_inventory_t3.json
deepseek-flash,DeepSeek,deepseek-v4-flash,reasoning,reasoning/r1_tiling,4,high,singleshot,200,136,128,20000,20000,0.005619,0,1,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-flash_reasoning-r1_tiling_t4.json
deepseek-pro,DeepSeek,deepseek-v4-pro,reasoning,reasoning/r1_tiling,4,high,singleshot,229,136,128,20000,20000,0.017458,0,1,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-pro_reasoning-r1_tiling_t4.json
grok,xAI,grok-4.6,reasoning,reasoning/r1_tiling,4,high,singleshot,167,260,128,584,8415,0.00405,1,0,0,xai_ticks=543220000,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/grok_reasoning-r1_tiling_t4.json
gpt-sol,OpenAI,gpt-5.6-sol,reasoning,reasoning/r1_tiling,4,high,singleshot,37,59,0,2135,1536,0.064345,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/gpt-sol_reasoning-r1_tiling_t4.json
deepseek-flash,DeepSeek,deepseek-v4-flash,reasoning,reasoning/r1_tiling,5,high,singleshot,199,136,128,19998,19998,0.005619,0,1,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-flash_reasoning-r1_tiling_t5.json
deepseek-pro,DeepSeek,deepseek-v4-pro,reasoning,reasoning/r1_tiling,5,high,singleshot,218,136,128,20000,20000,0.017458,0,1,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-pro_reasoning-r1_tiling_t5.json
grok,xAI,grok-4.6,reasoning,reasoning/r1_tiling,5,high,singleshot,147,260,256,351,8492,0.002677,1,0,0,xai_ticks=531940000,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/grok_reasoning-r1_tiling_t5.json
gpt-sol,OpenAI,gpt-5.6-sol,reasoning,reasoning/r1_tiling,5,high,singleshot,71,59,0,4303,3584,0.129385,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/gpt-sol_reasoning-r1_tiling_t5.json
deepseek-flash,DeepSeek,deepseek-v4-flash,tool-use,tool-use/t1_orchestrate,4,high,singleshot,3,899,896,562,228,0.000286,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-flash_tool-use-t1_orchestrate_t4.json
deepseek-pro,DeepSeek,deepseek-v4-pro,tool-use,tool-use/t1_orchestrate,4,high,singleshot,12,899,896,1128,789,0.001366,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-pro_tool-use-t1_orchestrate_t4.json
grok,xAI,grok-4.6,tool-use,tool-use/t1_orchestrate,4,high,singleshot,19,834,128,250,1189,0.003194,0,1,0,xai_ticks=101100000,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/grok_tool-use-t1_orchestrate_t4.json
gpt-sol,OpenAI,gpt-5.6-sol,tool-use,tool-use/t1_orchestrate,4,high,singleshot,14,440,0,704,637,0.02332,0,1,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/gpt-sol_tool-use-t1_orchestrate_t4.json
deepseek-flash,DeepSeek,deepseek-v4-flash,tool-use,tool-use/t1_orchestrate,5,high,singleshot,4,899,896,590,273,0.000294,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-flash_tool-use-t1_orchestrate_t5.json
deepseek-pro,DeepSeek,deepseek-v4-pro,tool-use,tool-use/t1_orchestrate,5,high,singleshot,23,899,896,1945,1606,0.002077,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-pro_tool-use-t1_orchestrate_t5.json
grok,xAI,grok-4.6,tool-use,tool-use/t1_orchestrate,5,high,singleshot,16,834,768,231,894,0.003208,0,1,0,xai_ticks=72660000,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/grok_tool-use-t1_orchestrate_t5.json
gpt-sol,OpenAI,gpt-5.6-sol,tool-use,tool-use/t1_orchestrate,5,high,singleshot,4,440,0,254,187,0.00982,0,1,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/gpt-sol_tool-use-t1_orchestrate_t5.json
deepseek-flash,DeepSeek,deepseek-v4-flash,tool-use,tool-use/t2_toolselect,4,high,singleshot,2,1108,1024,269,209,0.000233,0,1,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-flash_tool-use-t2_toolselect_t4.json
deepseek-pro,DeepSeek,deepseek-v4-pro,tool-use,tool-use/t2_toolselect,4,high,singleshot,4,1108,1024,360,311,0.000787,0,1,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-pro_tool-use-t2_toolselect_t4.json
grok,xAI,grok-4.6,tool-use,tool-use/t2_toolselect,4,high,singleshot,6,1067,128,19,465,0.002274,0,1,0,xai_ticks=48460000,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/grok_tool-use-t2_toolselect_t4.json
gpt-sol,OpenAI,gpt-5.6-sol,tool-use,tool-use/t2_toolselect,4,high,singleshot,2,483,0,62,38,0.004275,0,1,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/gpt-sol_tool-use-t2_toolselect_t4.json
deepseek-flash,DeepSeek,deepseek-v4-flash,tool-use,tool-use/t2_toolselect,5,high,singleshot,2,1108,1024,273,213,0.000234,0,1,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-flash_tool-use-t2_toolselect_t5.json
deepseek-pro,DeepSeek,deepseek-v4-pro,tool-use,tool-use/t2_toolselect,5,high,singleshot,5,1108,1024,376,327,0.000801,0,1,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/deepseek-pro_tool-use-t2_toolselect_t5.json
grok,xAI,grok-4.6,tool-use,tool-use/t2_toolselect,5,high,singleshot,6,1067,1024,39,482,0.002573,0,1,0,xai_ticks=37240000,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/grok_tool-use-t2_toolselect_t5.json
gpt-sol,OpenAI,gpt-5.6-sol,tool-use,tool-use/t2_toolselect,5,high,singleshot,1,483,0,60,36,0.004215,0,1,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/gpt-sol_tool-use-t2_toolselect_t5.json
mtplx,MTPLX (local),mtplx,creativity,creativity/k1_product,1,off,singleshot,113,173,0,3014,1782,0.0,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/mtplx_creativity-k1_product_t1.json
mtplx,MTPLX (local),mtplx,creativity,creativity/k2_story,1,off,singleshot,295,127,0,10053,9802,0.0,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/mtplx_creativity-k2_story_t1.json
mtplx,MTPLX (local),mtplx,reasoning,reasoning/r1_tiling,1,high,singleshot,545,107,0,15158,14092,0.0,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/mtplx_reasoning-r1_tiling_t1.json
mtplx,MTPLX (local),mtplx,reasoning,reasoning/r2_expectedflips,1,high,singleshot,39,118,0,1161,751,0.0,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/mtplx_reasoning-r2_expectedflips_t1.json
mtplx,MTPLX (local),mtplx,reasoning,reasoning/r3_die_expected,1,high,singleshot,25,122,0,885,620,0.0,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/mtplx_reasoning-r3_die_expected_t1.json
mtplx,MTPLX (local),mtplx,reasoning,reasoning/r4_catalan,1,high,singleshot,96,140,0,3504,3118,0.0,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/mtplx_reasoning-r4_catalan_t1.json
mtplx,MTPLX (local),mtplx,tool-use,tool-use/t1_orchestrate,1,high,singleshot,38,409,0,1282,1150,0.0,0,1,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/mtplx_tool-use-t1_orchestrate_t1.json
mtplx,MTPLX (local),mtplx,tool-use,tool-use/t2_toolselect,1,high,singleshot,18,1537,0,551,0,0.0,0,1,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/mtplx_tool-use-t2_toolselect_t1.json
mtplx,MTPLX (local),mtplx,tool-use,tool-use/t3_inventory,1,high,singleshot,24,357,0,782,768,0.0,0,1,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/mtplx_tool-use-t3_inventory_t1.json
mtplx,MTPLX (local),mtplx,writing,writing/w1_explain,1,off,singleshot,28,90,0,1204,1002,0.0,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/mtplx_writing-w1_explain_t1.json
mtplx,MTPLX (local),mtplx,writing,writing/w2_rewrite,1,off,singleshot,257,339,0,9165,9061,0.0,1,0,0,,,/Users/eranshir/Documents/Projects/deepseek/bench3/runs/mtplx_writing-w2_rewrite_t1.json
